,Config,Scheduler,Iteration,total time,cpu time,write to cpu ratio,task scheduler delay,peak JVM,total shuffle read,total shuffle write,average response time,average response time (worst10%),average response time (worst85),average response time (worst95),average response time (worst100),average proportional slowdown,average proportional slowdown (worst10%),loop1000_ average response time,loop1000_ average response time (worst 10%),loop1000_ average proportional slowdown,loop1000_ average proportional slowdown (worst 10%),loop1000_ average response time (worst 1%),loop1000_ average proportional slowdown (worst 1%),user1_big_ average response time,user1_big_ average proportional slowdown (worst 10%),user1_big_ average response time (worst 10%),user1_big_ average proportional slowdown,user2_big_ average response time,user2_big_ average proportional slowdown (worst 10%),user2_big_ average response time (worst 10%),user2_big_ average proportional slowdown,user3_big_ average response time,user3_big_ average proportional slowdown (worst 10%),user3_big_ average response time (worst 10%),user3_big_ average proportional slowdown,user4_big_ average response time,user4_big_ average proportional slowdown (worst 10%),user4_big_ average response time (worst 10%),user4_big_ average proportional slowdown,loop20_ DVR,loop20_ violation count,loop20_ DSR,loop20_ slack count,loop100_ DVR,loop100_ violation count,loop100_ DSR,loop100_ slack count,loop1000_ DVR,loop1000_ violation count,loop1000_ DSR,loop1000_ slack count,user1_big_ DVR,user1_big_ violation count,user1_big_ DSR,user1_big_ slack count,user2_big_ DVR,user2_big_ violation count,user2_big_ DSR,user2_big_ slack count,user3_big_ DVR,user3_big_ violation count,user3_big_ DSR,user3_big_ slack count,user4_big_ DVR,user4_big_ violation count,user4_big_ DSR,user4_big_ slack count,best user DVR,worst user DVR ,best user DSR,worst user DSR,Total DVR,Total violations,Total DSR,Total gains
47,4_large_users,CUSTOM_RANDOM_PARTITIONER,1.0,57.32399996121724,0.0,0.0,0.0,0.6232673280000001,0.000243788,0.000243788,11.29768748084704,34.84033330281576,7.60294442044364,18.229111115137737,34.84033330281576,1.0397761245084938,3.2065098985611113,11.29768748084704,34.84033330281576,1.0397761245084938,3.2065098985611113,34.84033330281576,3.2065098985611113,10.304583330949146,1.4933198363559388,16.225666681925453,0.9483763592056643,9.257999976476034,1.3051401218791545,14.180999994277954,0.852054666280984,11.411999980608623,1.9875139973111051,21.595333337783813,1.0502968092226426,14.216166635354359,3.2065098985611113,34.84033330281576,1.3083766633246845,,0.0,,0.0,,0.0,,0.0,0.6928710865824883,5.666666666666666,-0.676424854791526,10.333333333333334,0.6608309130355612,6.0,-0.6762529998944151,14.0,0.6608309130355612,6.0,-0.703840959052864,18.0,0.6431643100632021,7.333333333333334,-0.6764248547915259,20.666666666666668,0.6928710865824883,11.333333333333332,-0.6764248547915259,20.666666666666668,0.6431643100632021,0.6928710865824883,-0.6617081792379373,-0.7100638726113175,0.6928710865824883,11.333333333333332,-0.6764248547915259,20.666666666666668
36,4_large_users,CUSTOM_USERCLUSTERFAIR,0.0,62.54900002479553,0.0,0.0,0.0,0.611598016,4.5312e-05,4.5312e-05,14.533687502145767,21.00499987602234,13.608166694641113,16.07866660753886,21.00499987602234,1.3375995124150537,1.9331829990356943,14.533687502145767,21.00499987602234,1.3375995124150537,1.9331829990356943,21.00499987602234,1.9331829990356943,13.578250050544739,1.4103354545804965,15.323999881744385,1.2496663798761896,14.150499999523163,1.418710594252729,15.414999961853027,1.302333072525255,14.883750021457672,1.610326260091037,17.496999979019165,1.3698173136494107,15.522249937057495,1.9331829990356943,21.00499987602234,1.4285812836093594,,0.0,,0.0,,0.0,,0.0,0.29951762202499715,12.0,-0.04836188138484837,4.0,0.301163976219688,14.0,-0.04577404519887309,6.0,0.27513432428184437,16.0,-0.04836188138484837,8.0,0.27505377339602316,20.0,-0.04836188138484837,8.0,0.29951762202499715,24.0,-0.04836188138484837,8.0,0.27505377339602316,0.301163976219688,-0.04577404519887309,-0.04836188138484837,0.29951762202499715,24.0,-0.04836188138484837,8.0
37,4_large_users,CUSTOM_USERCLUSTERFAIR,1.0,62.99899983406067,0.0,0.0,0.0,0.544532096,4.5312e-05,4.5312e-05,14.457562521100044,20.676000118255615,13.345166683197021,16.834333340326946,20.676000118255615,1.3305933938705117,1.902903696862143,14.457562521100044,20.676000118255615,1.3305933938705117,1.902903696862143,20.676000118255615,1.902903696862143,13.42425000667572,1.3310938345338739,14.463000059127808,1.2354930750242252,14.018999993801117,1.4768763454360543,16.04699993133545,1.290230545653777,14.75775009393692,1.7700059925943186,19.23200011253357,1.358220983289947,15.62924998998642,1.902903696862143,20.676000118255615,1.4384289715140968,,0.0,,0.0,,0.0,,0.0,0.24954568954630002,15.0,-0.08746459939971199,1.0,0.23555380204703324,19.0,-0.08746459939971199,1.0,0.2134969741054168,22.0,-0.08746459939971199,2.0,0.22211781847450254,26.0,-0.08746459939971199,2.0,0.2495456895463,30.0,-0.08746459939971199,2.0,0.2134969741054168,0.2495456895463,-0.08746459939971199,-0.08746459939971199,0.2495456895463,30.0,-0.08746459939971199,2.0
38,4_large_users,CUSTOM_USERCLUSTERFAIR,2.0,62.473000049591064,0.0,0.0,0.0,0.602626256,4.5312e-05,4.5312e-05,14.454625025391579,20.4689998626709,13.574583371480307,15.97000002861023,20.4689998626709,1.3303230431541648,1.8838525482187563,14.454625025391579,20.4689998626709,1.3303230431541648,1.8838525482187563,20.4689998626709,1.8838525482187563,13.284500002861023,1.3487644352666486,14.65499997138977,1.222631264356083,14.159000039100647,1.3499608837912531,14.667999982833862,1.30311536874517,14.868750095367432,1.7106437928863885,18.587000131607056,1.3684368041385515,15.506249964237213,1.8838525482187563,20.4689998626709,1.4271087353768546,,0.0,,0.0,,0.0,,0.0,0.25641034757928405,13.0,-0.042706625429053575,3.0,0.2309653229396942,17.0,-0.042706625429053575,3.0,0.22626880455553344,18.0,-0.042706625429053575,6.0,0.23079291817168288,22.0,-0.042706625429053575,6.0,0.25641034757928405,26.0,-0.042706625429053575,6.0,0.22626880455553344,0.25641034757928405,-0.042706625429053575,-0.042706625429053575,0.25641034757928405,26.0,-0.042706625429053575,6.0
39,4_large_users,CUSTOM_USERCLUSTERFAIR,1.0,62.67366663614909,0.0,0.0,0.0,0.5862521226666667,4.5312e-05,4.5312e-05,14.481958349545796,20.71666661898295,13.509305583106146,16.294333325492012,20.71666661898295,1.3328386498132434,1.906646414705531,14.481958349545796,20.71666661898295,1.3328386498132434,1.906646414705531,20.71666661898295,1.906646414705531,13.42900002002716,1.3633979081270062,14.813999970753988,1.2359302397521659,14.109500010808308,1.4151826078266787,15.376666625340778,1.2985596623080673,14.836750070254006,1.6969920151905815,18.438666741053265,1.365491700359303,15.552583297093708,1.906646414705531,20.71666661898295,1.4313729968334368,,0.0,,0.0,,0.0,,0.0,0.2684912197168604,13.333333333333332,-0.059511035404537976,2.6666666666666665,0.2558943670688052,16.666666666666668,-0.05864842334254622,3.3333333333333335,0.23830003431426486,18.666666666666664,-0.059511035404537976,5.333333333333333,0.2426548366807362,22.666666666666664,-0.059511035404537976,5.333333333333333,0.2684912197168604,26.666666666666664,-0.059511035404537976,5.333333333333333,0.2382731840189911,0.269040004448424,-0.05864842334254622,-0.059511035404537976,0.2684912197168604,26.666666666666664,-0.059511035404537976,5.333333333333333
28,4_large_users,CUSTOM_USERCLUSTERFAIR_PARTITIONER,0.0,56.575000047683716,0.0,0.0,0.0,0.596820336,0.000243788,0.000243788,12.76000003516674,16.04100012779236,11.934250036875406,14.969333330790201,16.04100012779236,1.1743592135812195,1.4763241569916117,12.76000003516674,16.04100012779236,1.1743592135812195,1.4763241569916117,16.04100012779236,1.4763241569916117,11.487999975681305,1.366066924998272,14.843000173568726,1.0572914247555385,12.341000080108643,1.458377429122542,15.845999956130981,1.135796795371464,13.184000074863434,1.2958446388758966,14.079999923706055,1.2133818116850061,14.02700001001358,1.4763241569916117,16.04100012779236,1.290966822512869,,0.0,,0.0,,0.0,,0.0,0.03244327966095844,2.0,-0.3576287497615421,14.0,0.03244327966095844,2.0,-0.4107223195489257,18.0,0.03244327966095844,2.0,-0.39903648071572567,22.0,0.03244327966095844,2.0,-0.3773259169066604,26.0,0.03244327966095844,4.0,-0.35762874976154213,28.0,0.03244327966095844,0.03244327966095844,-0.35762874976154213,-0.4107223195489257,0.03244327966095844,4.0,-0.35762874976154213,28.0
29,4_large_users,CUSTOM_USERCLUSTERFAIR_PARTITIONER,1.0,56.66600012779236,0.0,0.0,0.0,0.587875776,0.000243788,0.000243788,12.832500010728836,15.081000089645386,12.130166669686636,14.892333348592123,15.081000089645386,1.1810317068454133,1.3879711094423068,12.832500010728836,15.081000089645386,1.1810317068454133,1.3879711094423068,15.081000089645386,1.3879711094423068,11.481499969959259,1.2787262265875645,13.893999814987183,1.0566932004932361,12.601750135421753,1.3879711094423068,15.081000089645386,1.159794775704915,13.197999954223633,1.3683677723544776,14.868000030517578,1.2146702824742195,14.0487499833107,1.3649624822812394,14.830999851226807,1.2929685687092816,,0.0,,0.0,,0.0,,0.0,0.043975395202389064,1.0,-0.3334758414395049,15.0,0.043975395202389064,1.0,-0.3921788688807675,19.0,0.043975395202389064,1.0,-0.3833136949471621,23.0,0.043975395202389064,1.0,-0.36160788615555717,27.0,0.043975395202389064,2.0,-0.33347584143950487,30.0,0.043975395202389064,0.043975395202389064,-0.33347584143950487,-0.3921788688807675,0.043975395202389064,2.0,-0.33347584143950487,30.0
30,4_large_users,CUSTOM_USERCLUSTERFAIR_PARTITIONER,2.0,56.81699991226196,0.0,0.0,0.0,0.604098864,0.000243788,0.000243788,12.877499997615814,16.21500015258789,12.228249967098236,14.362000068028768,16.21500015258789,1.185173254577867,1.4923381485056268,12.877499997615814,16.21500015258789,1.185173254577867,1.4923381485056268,16.21500015258789,1.4923381485056268,11.563999950885773,1.3141594996888333,14.279000043869019,1.064286038459875,12.40375006198883,1.2987897463122642,14.111999988555908,1.1415719536136237,13.450500011444092,1.3524458305334661,14.695000171661377,1.2379089790110065,14.091749966144562,1.4923381485056268,16.21500015258789,1.2969260472269624,,0.0,,0.0,,0.0,,0.0,0.06504874600940966,2.0,-0.34954354469789667,14.0,0.06504874600940966,2.0,-0.40485272635542174,18.0,0.06504874600940966,2.0,-0.39739492661621884,22.0,0.06504874600940966,2.0,-0.36801479245821483,26.0,0.06504874600940966,4.0,-0.3495435446978967,28.0,0.06504874600940966,0.06504874600940966,-0.3495435446978967,-0.40485272635542174,0.06504874600940966,4.0,-0.3495435446978967,28.0
31,4_large_users,CUSTOM_USERCLUSTERFAIR_PARTITIONER,1.0,56.686000029246,0.0,0.0,0.0,0.5962649919999999,0.000243788,0.000243788,12.823333347837131,15.779000123341877,12.097555557886757,14.741222249137031,15.779000123341877,1.1801880583348332,1.4522111383131817,12.823333347837131,15.779000123341877,1.1801880583348332,1.4522111383131817,15.779000123341877,1.4522111383131817,11.511166632175446,1.3196508837582233,14.338666677474976,1.0594235545695498,12.448833425839743,1.3817127616257043,15.013000011444092,1.1457211748966676,13.277500013510386,1.3388860805879468,14.547666708628338,1.2219870243900772,14.055833319822948,1.4445415959261592,15.695666710535686,1.2936204794830375,,0.0,,0.0,,0.0,,0.0,0.04715580695758573,1.6666666666666665,-0.34688271196631454,14.333333333333336,0.04715580695758573,1.6666666666666665,-0.402584638261705,18.333333333333332,0.04715580695758573,1.6666666666666665,-0.3932483674263689,22.333333333333332,0.04715580695758573,1.6666666666666665,-0.36898286517347745,26.33333333333333,0.04715580695758573,3.333333333333333,-0.3468827119663146,28.66666666666667,0.04715580695758573,0.04715580695758573,-0.3468827119663146,-0.402584638261705,0.04715580695758573,3.333333333333333,-0.3468827119663146,28.66666666666667
0,4_large_users,DEFAULT_FAIR,0.0,57.94099998474121,0.0,0.0,0.0,0.583410288,4.5312e-05,4.5312e-05,13.740562468767166,16.021999835968018,13.143999973932901,15.36633332570394,16.021999835968018,1.2646047092878527,1.4745754761371328,13.740562468767166,16.021999835968018,1.2646047092878527,1.4745754761371328,16.021999835968018,1.4745754761371328,13.170249998569489,1.3053241993224458,14.183000087738037,1.2121163313763277,13.19049996137619,1.2558096710622164,13.644999980926514,1.2139800249759505,14.23624986410141,1.4745754761371328,16.021999835968018,1.3102250116516874,14.365250051021576,1.4666605410444868,15.936000108718872,1.322097469147446,,0.0,,0.0,,0.0,,0.0,0.11780061966026052,12.0,-0.09743114025822411,4.0,0.12410509276331091,16.0,-0.09743114025822411,4.0,0.12410509276331091,16.0,-0.09743114025822411,8.0,0.1248812487816006,20.0,-0.09743114025822411,8.0,0.11780061966026052,24.0,-0.09743114025822411,8.0,0.11780061966026052,0.1248812487816006,-0.09743114025822411,-0.09743114025822411,0.11780061966026052,24.0,-0.09743114025822411,8.0
1,4_large_users,DEFAULT_FAIR,1.0,57.592000007629395,0.0,0.0,0.0,0.537327088,4.5312e-05,4.5312e-05,13.538874998688698,15.305000066757202,13.113583346207937,14.651333252588907,15.305000066757202,1.2460425197817586,1.408586817611449,13.538874998688698,15.305000066757202,1.2460425197817586,1.408586817611449,15.305000066757202,1.408586817611449,12.611500024795532,1.246606237751962,13.545000076293945,1.1606921011270104,13.262499988079071,1.3447149070559639,14.610999822616577,1.22060650573642,13.999749958515167,1.3438866134179421,14.601999998092651,1.288458879804442,14.28175002336502,1.408586817611449,15.305000066757202,1.3144125924591614,,0.0,,0.0,,0.0,,0.0,0.04783041188509615,9.0,-0.048445217757435134,7.0,0.0562178015838789,11.0,-0.04179477465764862,9.0,0.05443076536263611,12.0,-0.05373646393589087,12.0,0.04575524441262489,16.0,-0.05373646393589087,12.0,0.04783041188509615,18.0,-0.04844521775743514,14.0,0.04575524441262489,0.0562178015838789,-0.04179477465764862,-0.05373646393589087,0.04783041188509615,18.0,-0.04844521775743514,14.0
2,4_large_users,DEFAULT_FAIR,2.0,58.55900001525879,0.0,0.0,0.0,0.602449408,4.5312e-05,4.5312e-05,13.697562500834465,16.045000076293945,13.064916670322418,15.445666631062826,16.045000076293945,1.2606472321415916,1.4766922899354786,13.697562500834465,16.045000076293945,1.2606472321415916,1.4766922899354786,16.045000076293945,1.4766922899354786,12.635500013828278,1.2062031150516992,13.105999946594238,1.1629009262186072,13.375249981880188,1.4254291027634862,15.48799991607666,1.2309833861193857,14.250999987125397,1.4385900365341373,15.63100004196167,1.3115825306820115,14.528500020503998,1.4766922899354786,16.045000076293945,1.337122085546362,,0.0,,0.0,,0.0,,0.0,0.07142114991713258,13.0,-0.060419212211346406,3.0,0.07177893460628024,16.0,-0.04925028092783193,4.0,0.07163960780646463,18.0,-0.060419212211346406,6.0,0.0719461455211394,22.0,-0.060419212211346406,6.0,0.07142114991713258,26.0,-0.060419212211346406,6.0,0.07142114991713258,0.0719461455211394,-0.04925028092783193,-0.060419212211346406,0.07142114991713258,26.0,-0.060419212211346406,6.0
3,4_large_users,DEFAULT_FAIR,1.0,58.03066666920979,0.0,0.0,0.0,0.5743955946666667,4.5312e-05,4.5312e-05,13.658999989430107,15.790666659673054,13.107499996821087,15.154444403118559,15.790666659673054,1.2570981537370676,1.4532848612280203,13.658999989430107,15.790666659673054,1.2570981537370676,1.4532848612280203,15.790666659673054,1.4532848612280203,12.805750012397766,1.2527111840420357,13.61133337020874,1.1785697862406483,13.276083310445149,1.341984560293889,14.58133323987325,1.2218566389439187,14.16233326991399,1.4190173753630708,15.418333292007446,1.3034221407127136,14.391833364963531,1.4506465495304715,15.76200008392334,1.3245440490509897,,0.0,,0.0,,0.0,,0.0,0.07901739382082974,11.333333333333332,-0.06876519007566856,4.666666666666667,0.08403394298449002,14.333333333333332,-0.06282539861456822,5.666666666666666,0.08339182197747055,15.333333333333332,-0.07052893880182047,8.666666666666666,0.08086087957178831,19.333333333333332,-0.07052893880182047,8.666666666666666,0.07901739382082974,22.666666666666664,-0.06876519007566856,9.333333333333334,0.078325671330006,0.08434839862887297,-0.06282539861456822,-0.07052893880182047,0.07901739382082974,22.666666666666664,-0.06876519007566856,9.333333333333334
16,4_large_users,DEFAULT_FAIR_PARTITIONER,0.0,56.3289999961853,0.0,0.0,0.0,0.603914184,0.000243788,0.000243788,13.601312518119812,15.711999893188477,13.116916676362356,14.835333426793417,15.711999893188477,1.251788920723373,1.4460448109326285,13.601312518119812,15.711999893188477,1.251788920723373,1.4460448109326285,15.711999893188477,1.4460448109326285,13.015250027179718,1.3074409692353601,14.205999851226807,1.1978509987740755,13.478000044822693,1.3122267852764946,14.258000135421753,1.2404399286570054,13.994249999523163,1.4460448109326285,15.711999893188477,1.2879526942637856,13.917750000953674,1.435092740653327,15.593000173568726,1.2809120611986262,,0.0,,0.0,,0.0,,0.0,0.055631716558227684,10.0,-0.09451280140366529,6.0,0.055631716558227684,10.0,-0.11268506474879883,10.0,0.050143033225697124,14.0,-0.11268506474879883,10.0,0.059154169587042706,18.0,-0.11268506474879883,10.0,0.0556317165582277,20.0,-0.09451280140366529,12.0,0.050143033225697124,0.059154169587042706,-0.09451280140366529,-0.11268506474879883,0.0556317165582277,20.0,-0.09451280140366529,12.0
17,4_large_users,DEFAULT_FAIR_PARTITIONER,1.0,56.22699999809265,0.0,0.0,0.0,0.582412264,0.000243788,0.000243788,13.490749970078468,15.593000173568726,12.902583301067352,15.142666578292847,15.593000173568726,1.2416133606441,1.435092740653327,13.490749970078468,15.593000173568726,1.2416133606441,1.435092740653327,15.593000173568726,1.435092740653327,12.696999967098236,1.3252036196611383,14.3989999294281,1.1685610388015495,13.445749998092651,1.3716810127347123,14.904000043869019,1.2374718142830656,13.96749997138977,1.435092740653327,15.593000173568726,1.2854907709161816,13.852749943733215,1.4123602186858386,15.345999956130981,1.274929818575603,,0.0,,0.0,,0.0,,0.0,0.0844129281308487,9.0,-0.14118198945289706,7.0,0.0844129281308487,9.0,-0.1768524873199235,11.0,0.08483951558078506,13.0,-0.1768524873199235,11.0,0.08715449567975808,17.0,-0.1768524873199235,11.0,0.0844129281308487,18.0,-0.14118198945289706,14.0,0.0844129281308487,0.08715449567975808,-0.14118198945289706,-0.1768524873199235,0.0844129281308487,18.0,-0.14118198945289706,14.0
18,4_large_users,DEFAULT_FAIR_PARTITIONER,2.0,56.38599991798401,0.0,0.0,0.0,0.659535632,0.000243788,0.000243788,13.598937511444092,15.126000165939331,13.162583311398825,14.835333426793417,15.126000165939331,1.2515703383594028,1.3921126654032792,13.598937511444092,15.126000165939331,1.2515703383594028,1.3921126654032792,15.126000165939331,1.3921126654032792,12.933249950408936,1.2498274284391933,13.579999923706055,1.1903041691969016,14.026250064373016,1.3921126654032792,15.126000165939331,1.2908978017001531,14.004999995231628,1.3828171824000213,15.025000095367432,1.2889420638932059,13.431250035762787,1.3580599182699065,14.75600004196167,1.2361373186473503,,0.0,,0.0,,0.0,,0.0,0.13583925590523727,8.0,-0.13461417281327737,8.0,0.13583925590523727,8.0,-0.13437142656297427,12.0,0.16052801442008635,12.0,-0.13437142656297427,12.0,0.13583925590523727,16.0,-0.13437142656297427,12.0,0.13583925590523727,16.0,-0.13461417281327737,16.0,0.13583925590523727,0.16052801442008635,-0.13437142656297427,-0.13461417281327737,0.13583925590523727,16.0,-0.13461417281327737,16.0
19,4_large_users,DEFAULT_FAIR_PARTITIONER,1.0,56.313999970754,0.0,0.0,0.0,0.61528736,0.000243788,0.000243788,13.563666666547459,15.47700007756551,13.060694429609512,14.93777781062656,15.47700007756551,1.2483242065756253,1.4244167389964115,13.563666666547459,15.47700007756551,1.2483242065756253,1.4244167389964115,15.47700007756551,1.4244167389964115,12.88183331489563,1.2941573391118972,14.06166656812032,1.1855720689241755,13.650000035762787,1.3586734878048288,14.762666781743366,1.256269848213408,13.98891665538152,1.421318244661992,15.443333387374878,1.2874618430243912,13.733916660149891,1.4018376258696907,15.231666723887123,1.2639930661405265,,0.0,,0.0,,0.0,,0.0,0.09196130019810456,9.0,-0.12343632122327991,7.0,0.09196130019810456,9.0,-0.1413029928772322,11.0,0.09850352107552285,13.0,-0.1413029928772322,11.0,0.09404930705734602,17.0,-0.1413029928772322,11.0,0.09196130019810456,18.0,-0.12343632122327991,14.0,0.09013173908726102,0.10227889322896239,-0.12335540580651219,-0.1413839082939999,0.09196130019810456,18.0,-0.12343632122327991,14.0
32,4_large_users,TRUE_FIFO,0.0,61.89300012588501,0.0,0.0,0.0,0.609926,4.5312e-05,4.5312e-05,14.261250004172325,20.486999988555908,13.122583349545797,16.74066662788391,20.486999988555908,1.312525885064868,1.8855091793802317,14.261250004172325,20.486999988555908,1.312525885064868,1.8855091793802317,20.486999988555908,1.8855091793802317,12.877250015735626,1.335695551189001,14.513000011444092,1.185150247640295,14.023499965667725,1.5589710451687568,16.938999891281128,1.290644697958467,14.786249995231628,1.6402374512634375,17.82200002670288,1.3608439552005547,15.358000040054321,1.8855091793802317,20.486999988555908,1.4134646394601555,,0.0,,0.0,,0.0,,0.0,0.2575464984986961,13.0,-0.055087872704919105,3.0,0.24110482468649264,16.0,-0.055822993177638135,4.0,0.22757142676792524,18.0,-0.055087872704919105,6.0,0.22944326121410127,22.0,-0.055087872704919105,6.0,0.2575464984986961,26.0,-0.055087872704919105,6.0,0.22757142676792524,0.2575464984986961,-0.055087872704919105,-0.055822993177638135,0.2575464984986961,26.0,-0.055087872704919105,6.0
33,4_large_users,TRUE_FIFO,1.0,62.36899995803833,0.0,0.0,0.0,0.646481912,4.5312e-05,4.5312e-05,14.436687514185905,21.57800006866455,13.55533335606257,15.581666628519693,21.57800006866455,1.3286721746984405,1.9859187399258709,14.436687514185905,21.57800006866455,1.3286721746984405,1.9859187399258709,21.57800006866455,1.9859187399258709,13.369249999523163,1.2893102078084306,14.009000062942505,1.2304311812179063,13.989250004291534,1.3530900467281965,14.70199990272522,1.2874925225982727,14.907999992370605,1.5339376977877788,16.66700005531311,1.3720491456785795,15.480250060558319,1.9859187399258709,21.57800006866455,1.424715849299003,,0.0,,0.0,,0.0,,0.0,0.25042268491962766,13.0,-0.04779248980366222,3.0,0.22852610548449653,17.0,-0.04779248980366222,3.0,0.22085628162865498,18.0,-0.04779248980366222,6.0,0.21684926254725304,22.0,-0.04779248980366222,6.0,0.25042268491962766,26.0,-0.04779248980366222,6.0,0.21684926254725304,0.25042268491962766,-0.04779248980366222,-0.04779248980366222,0.25042268491962766,26.0,-0.04779248980366222,6.0
34,4_large_users,TRUE_FIFO,2.0,62.66300010681152,0.0,0.0,0.0,0.619244944,4.5312e-05,4.5312e-05,14.416749984025955,21.48300004005432,13.380750000476837,16.20533323287964,21.48300004005432,1.3268372356565235,1.9771754673097712,14.416749984025955,21.48300004005432,1.3268372356565235,1.9771754673097712,21.48300004005432,1.9771754673097712,13.26624995470047,1.310662181865307,14.240999937057495,1.220951631742715,14.077999949455261,1.4799134806227099,16.079999923706055,1.2956605724039632,14.783749997615814,1.6386728478522499,17.804999828338623,1.3606138693677985,15.539000034332275,1.9771754673097712,21.48300004005432,1.4301228691116168,,0.0,,0.0,,0.0,,0.0,0.23574570552201657,15.0,-0.0729461742023936,1.0,0.2116115500687143,19.0,-0.0729461742023936,1.0,0.19426351621461044,22.0,-0.0729461742023936,2.0,0.20200816594627197,26.0,-0.0729461742023936,2.0,0.23574570552201657,30.0,-0.0729461742023936,2.0,0.19426351621461044,0.23574570552201657,-0.0729461742023936,-0.0729461742023936,0.23574570552201657,30.0,-0.0729461742023936,2.0
35,4_large_users,TRUE_FIFO,1.0,62.30833339691162,0.0,0.0,0.0,0.6252176186666667,4.5312e-05,4.5312e-05,14.371562500794727,21.182666699091595,13.352888902028404,16.17588882976108,21.182666699091595,1.3226784318066107,1.9495344622052913,14.371562500794727,21.182666699091595,1.3226784318066107,1.9495344622052913,21.182666699091595,1.9495344622052913,13.170916656653088,1.3118893136209129,14.254333337148031,1.212177686866972,14.030249973138172,1.463991524173221,15.906999905904133,1.291265930986901,14.825999995072682,1.6042826656344886,17.431333303451538,1.3645023234156441,15.459083378314972,1.9495344622052913,21.182666699091595,1.4227677859569252,,0.0,,0.0,,0.0,,0.0,0.24790496298011344,13.666666666666666,-0.058608845570324974,2.3333333333333335,0.22708082674656782,17.333333333333332,-0.05885388572789799,2.6666666666666665,0.21423040820373024,19.333333333333332,-0.058608845570324974,4.666666666666667,0.21610022990254207,23.333333333333332,-0.058608845570324974,4.666666666666667,0.24790496298011344,27.333333333333332,-0.058608845570324974,4.666666666666667,0.21289473517659624,0.24790496298011344,-0.058608845570324974,-0.05885388572789799,0.24790496298011344,27.333333333333332,-0.058608845570324974,4.666666666666667
12,4_large_users,TRUE_FIFO_PARTITIONER,0.0,56.51200008392334,0.0,0.0,0.0,0.638505624,0.000243788,0.000243788,12.751062542200089,14.922000169754028,12.162000040213266,14.38366667429606,14.922000169754028,1.1735366565919734,1.3733376438961877,12.751062542200089,14.922000169754028,1.1735366565919734,1.3733376438961877,14.922000169754028,1.3733376438961877,11.47900003194809,1.3668952186362937,14.851999998092651,1.0564631201461587,12.339500069618225,1.2993419566994227,14.118000030517578,1.1356587427746745,13.174500048160553,1.3733376438961877,14.922000169754028,1.2125074822291246,14.011250019073486,1.3051401218791545,14.180999994277954,1.289517281217936,,0.0,,0.0,,0.0,,0.0,0.030430976080220704,1.0,-0.34650675773287104,15.0,0.030430976080220704,1.0,-0.39997097014727534,19.0,0.030430976080220704,1.0,-0.3958990009137406,23.0,0.030430976080220704,1.0,-0.37320235095500703,27.0,0.030430976080220704,2.0,-0.34650675773287104,30.0,0.030430976080220704,0.030430976080220704,-0.34650675773287104,-0.39997097014727534,0.030430976080220704,2.0,-0.34650675773287104,30.0
13,4_large_users,TRUE_FIFO_PARTITIONER,1.0,56.81399989128113,0.0,0.0,0.0,0.62711872,0.000243788,0.000243788,12.912312522530556,15.894000053405762,12.210833330949148,14.72433344523112,15.894000053405762,1.1883772051475363,1.4627950902770936,12.912312522530556,15.894000053405762,1.1883772051475363,1.4627950902770936,15.894000053405762,1.4627950902770936,11.745000064373016,1.3761907016395518,14.95300006866455,1.0809442790826942,12.598749995231628,1.3784915709384733,14.978000164031982,1.1595186595399776,13.220499992370605,1.3067047033476262,14.197999954223633,1.2167410604547055,14.085000038146973,1.4627950902770936,15.894000053405762,1.2963048215127673,,0.0,,0.0,,0.0,,0.0,0.0389487707110152,2.0,-0.35274709459628995,14.0,0.0389487707110152,2.0,-0.40634875482604976,18.0,0.0389487707110152,2.0,-0.39741559971691204,22.0,0.0389487707110152,2.0,-0.3747677502551614,26.0,0.0389487707110152,4.0,-0.35274709459629,28.0,0.0389487707110152,0.0389487707110152,-0.35274709459629,-0.40634875482604976,0.0389487707110152,4.0,-0.35274709459629,28.0
14,4_large_users,TRUE_FIFO_PARTITIONER,2.0,56.717000007629395,0.0,0.0,0.0,0.576788744,0.000243788,0.000243788,12.921250000596046,15.832000017166138,12.146499991416931,15.050000031789144,15.832000017166138,1.1891997607653626,1.4570889528476496,12.921250000596046,15.832000017166138,1.1891997607653626,1.4570889528476496,15.832000017166138,1.4570889528476496,11.54075002670288,1.3816207338754165,15.01200008392334,1.062146245152352,12.393249988555908,1.2976853474806633,14.100000143051147,1.1406055854360964,13.684000015258789,1.4570889528476496,15.832000017166138,1.2593990166360305,14.066999971866608,1.3901799290482246,15.105000019073486,1.2946481958369709,,0.0,,0.0,,0.0,,0.0,0.02452815598398709,2.0,-0.32852799778763225,14.0,0.02452815598398709,2.0,-0.3792741855279344,18.0,0.02452815598398709,2.0,-0.3751498300666704,22.0,0.02452815598398709,2.0,-0.34744055923114703,26.0,0.02452815598398709,4.0,-0.32852799778763225,28.0,0.02452815598398709,0.02452815598398709,-0.32852799778763225,-0.3792741855279344,0.02452815598398709,4.0,-0.32852799778763225,28.0
15,4_large_users,TRUE_FIFO_PARTITIONER,1.0,56.680999994277954,0.0,0.0,0.0,0.614137696,0.000243788,0.000243788,12.86154168844223,15.549333413441975,12.17311112085978,14.719333383772108,15.549333413441975,1.1837045408349574,1.4310738956736437,12.86154168844223,15.549333413441975,1.1837045408349574,1.4310738956736437,15.549333413441975,1.4310738956736437,11.588250041007996,1.3749022180504207,14.939000050226845,1.0665178814604015,12.443833351135254,1.325172958372853,14.398666779200237,1.1452609959169162,13.359666685263317,1.3790437666971544,14.984000047047932,1.2295491864399535,14.054416676362354,1.386038380401491,15.060000022252403,1.293490099522558,,0.0,,0.0,,0.0,,0.0,0.031302634258407666,1.6666666666666665,-0.3425939500389311,14.333333333333336,0.031302634258407666,1.6666666666666665,-0.3951979701670865,18.333333333333332,0.031302634258407666,1.6666666666666665,-0.3894881435657743,22.333333333333332,0.031302634258407666,1.6666666666666665,-0.3651368868137718,26.33333333333333,0.031302634258407666,3.333333333333333,-0.3425939500389311,28.66666666666667,0.031302634258407666,0.031302634258407666,-0.3425939500389311,-0.3951979701670865,0.031302634258407666,3.333333333333333,-0.3425939500389311,28.66666666666667
